,attributes,business_id,categories,city,name,review_count,star_avg,state,categories_list
2795,"{'AcceptsInsurance': 'True', 'BusinessAcceptsCreditCards': 'True', 'ByAppointmentOnly': 'False'}",uFxV41DvfHtCIwy2hgZR1g,"health & medical, diagnostic services, laboratory testing",Phoenix,Labcorp,21,2.5,AZ,"['health & medical', ' diagnostic services', ' laboratory testing']"
2796,{'ByAppointmentOnly': 'True'},q8wR4S-i3rukeVRbP_uLnA,"doctors, cosmetic surgeons, health & medical",Scottsdale,"Jonathan C Weinrach, MD PLLC",3,5.0,AZ,"['doctors', ' cosmetic surgeons', ' health & medical']"
2797,,wZB1obYS_-G4E2yAqsI4eg,"health & medical, orthopedists, doctors",Scottsdale,"Whirlow Janet, MD",5,3.5,AZ,"['health & medical', ' orthopedists', ' doctors']"
2798,"{'AcceptsInsurance': 'True', 'BusinessAcceptsCreditCards': 'True', 'ByAppointmentOnly': 'False'}",CJZm1-WJFxNI_HE6P-n8Aw,"health & medical, hospitals",Phoenix,Abrazo Scottsdale Campus,85,3.0,AZ,"['health & medical', ' hospitals']"
2799,{'BusinessAcceptsCreditCards': 'True'},SeCqB4wiYEXMP5B1NYQ8UA,"doctors, cosmetic surgeons, plastic surgeons, health & medical",Pittsburgh,Johns Francis R DMD MD At Artisan Plastic Surgery,3,1.0,PA,"['doctors', ' cosmetic surgeons', ' plastic surgeons', ' health & medical']"
2800,"{'AcceptsInsurance': 'True', 'BusinessAcceptsCreditCards': 'True', 'ByAppointmentOnly': 'True'}",zlYhdSedm1VXHmzijk-eGQ,"medical centers, health & medical, doctors",Las Vegas,Nevada Heart & Vascular Center,10,2.5,NV,"['medical centers', ' health & medical', ' doctors']"
2801,"{'AcceptsInsurance': 'True', 'ByAppointmentOnly': 'True'}",kamdlbTEad6kosOrhfNVzw,"health & medical, obstetricians & gynecologists, doctors",Mesa,Mesa Ob Gyn,10,2.0,AZ,"['health & medical', ' obstetricians & gynecologists', ' doctors']"
2802,,nIkFUpsAYRMftiFi4lL5jQ,"health & medical, optometrists",Las Vegas,iDocUSA,3,2.5,NV,"['health & medical', ' optometrists']"
2803,"{'AcceptsInsurance': 'True', 'BusinessAcceptsCreditCards': 'True', 'ByAppointmentOnly': 'True'}",6W_SAxibEFgjSDWbaund1g,"cardiologists, doctors, health & medical",Avondale,IMS Cardiology,3,2.5,AZ,"['cardiologists', ' doctors', ' health & medical']"
2804,"{'AcceptsInsurance': 'True', 'ByAppointmentOnly': 'True'}",0mEBDLDJDh9iQeW2dpNdfQ,"hearing aid providers, ear nose & throat, ophthalmologists, audiologist, health & medical, doctors",Huntersville,Charlotte Eye Ear Nose & Throat Associates,3,3.5,NC,"['hearing aid providers', ' ear nose & throat', ' ophthalmologists', ' audiologist', ' health & medical', ' doctors']"
2805,"{'AcceptsInsurance': 'True', 'BusinessAcceptsCreditCards': 'True', 'ByAppointmentOnly': 'True'}",zKvEXpQbQ-hZCsjVeVSn0Q,"optometrists, health & medical",Las Vegas,"Ellen Merkin, OD",7,3.5,NV,"['optometrists', ' health & medical']"
2806,{'ByAppointmentOnly': 'True'},ATwgU_Mn00KBcUJFt_YCuw,"health & medical, chiropractors",Pittsburgh,Wellness Associates,8,2.0,PA,"['health & medical', ' chiropractors']"
2807,"{'AcceptsInsurance': 'True', 'BusinessAcceptsCreditCards': 'True', 'ByAppointmentOnly': 'True'}",o6-VStvJVzpdcfdsyfe9qg,"obstetricians & gynecologists, health & medical, doctors",Las Vegas,Desert Perinatal Associates,73,4.0,NV,"['obstetricians & gynecologists', ' health & medical', ' doctors']"
2808,,HymER5NRuyej3WmytGslAw,"health & medical, doctors",Scottsdale,"Rosenthal R Stephen, MD",3,1.0,AZ,"['health & medical', ' doctors']"
2809,{'ByAppointmentOnly': 'True'},emY1-FeIEQ3NCQwhbUSqNg,"audiologist, health & medical, hearing aid providers, doctors",Surprise,Jamie Grusecki Doctor of Audiology,3,3.5,AZ,"['audiologist', ' health & medical', ' hearing aid providers', ' doctors']"
2810,"{'AcceptsInsurance': 'True', 'BusinessAcceptsCreditCards': 'True', 'ByAppointmentOnly': 'True'}",Id_-eLEp-vodsnmJMjuI8g,"health & medical, medical centers, oncologist, doctors",Mesa,Ironwood Cancer & Research Centers,6,4.5,AZ,"['health & medical', ' medical centers', ' oncologist', ' doctors']"
2811,"{'AcceptsInsurance': 'True', 'BusinessAcceptsCreditCards': 'True', 'ByAppointmentOnly': 'True'}",81uXBQrzujw6v9puvr7tJA,"dermatologists, health & medical, doctors",Phoenix,English Dermatology,21,3.0,AZ,"['dermatologists', ' health & medical', ' doctors']"
2812,"{'AcceptsInsurance': 'True', 'BusinessAcceptsCreditCards': 'True', 'ByAppointmentOnly': 'True'}",fCt355uSPdVjGa_j38YsPg,"health & medical, doctors, internal medicine",Las Vegas,"Yao Betty H, MD",14,2.0,NV,"['health & medical', ' doctors', ' internal medicine']"
2813,"{'AcceptsInsurance': 'True', 'BusinessAcceptsCreditCards': 'True', 'ByAppointmentOnly': 'False'}",HjrmxSeZn-B6gFvWLjotLw,"urgent care, health & medical",Phoenix,Banner Urgent Care,12,3.0,AZ,"['urgent care', ' health & medical']"
2814,"{'AcceptsInsurance': 'True', 'ByAppointmentOnly': 'True'}",7jhZtZjKc-uKOWsC8z7r3Q,"family practice, health & medical, doctors",Tempe,"Christine Tymczyna, DO",7,5.0,AZ,"['family practice', ' health & medical', ' doctors']"
2815,"{'AcceptsInsurance': 'False', 'BusinessAcceptsCreditCards': 'True', 'ByAppointmentOnly': 'True'}",TVQvYib44lR4f1CWOX9-Eg,"counseling & mental health, health & medical, psychologists",Henderson,ShrinkWrapt Las Vegas,3,5.0,NV,"['counseling & mental health', ' health & medical', ' psychologists']"
2816,{'ByAppointmentOnly': 'False'},A8geQQ9ZJw8hsKBB28O5Qg,"doctors, urgent care, internal medicine, health & medical, family practice, cardiologists",Las Vegas,University Urgent Care,9,3.0,NV,"['doctors', ' urgent care', ' internal medicine', ' health & medical', ' family practice', ' cardiologists']"
2817,"{'AcceptsInsurance': 'True', 'BusinessAcceptsCreditCards': 'True', 'ByAppointmentOnly': 'True'}",Lr1oiTkFIpXk5RwvV-vZkw,"doctors, health & medical, medical centers, internal medicine, family practice",Las Vegas,HealthCare Partners-Nevada,11,3.5,NV,"['doctors', ' health & medical', ' medical centers', ' internal medicine', ' family practice']"
2818,"{'AcceptsInsurance': 'True', 'BusinessAcceptsCreditCards': 'True', 'ByAppointmentOnly': 'True'}",YG12ntChYwjuH2DZizP65w,"doctors, health & medical, pediatricians",Phoenix,Pediatrix,16,3.5,AZ,"['doctors', ' health & medical', ' pediatricians']"
2819,"{'AcceptsInsurance': 'True', 'BusinessAcceptsCreditCards': 'True', 'ByAppointmentOnly': 'True'}",dQFkgj2eDK1ruEl5P7aMrA,"physical therapy, health & medical",Scottsdale,Contact Physical Therapy,9,5.0,AZ,"['physical therapy', ' health & medical']"
2820,"{'AcceptsInsurance': 'True', 'BusinessAcceptsCreditCards': 'True', 'ByAppointmentOnly': 'True'}",lAcuH-TxxcBfue9GpvcuMw,"urologists, doctors, health & medical",Las Vegas,Las Vegas Vasectomy,3,5.0,NV,"['urologists', ' doctors', ' health & medical']"
2821,,2v8w3gU6ko8r9PQqpKDznA,"health & medical, doctors",Mesa,East Valley Women's Medical Group At Mtn Vista Medical Ctr,5,2.0,AZ,"['health & medical', ' doctors']"
2822,"{'AcceptsInsurance': 'True', 'ByAppointmentOnly': 'False'}",ZuoT2dPbZg5wnkEYMOXX1Q,"obstetricians & gynecologists, health & medical, medical centers, doctors",Pittsburgh,Planned Parenthood,6,4.0,PA,"['obstetricians & gynecologists', ' health & medical', ' medical centers', ' doctors']"
2823,"{'AcceptsInsurance': 'True', 'BusinessAcceptsCreditCards': 'True', 'ByAppointmentOnly': 'False'}",WFLVjaSWzBl8t01laWHuhw,"family practice, health & medical, doctors, urgent care",Gilbert,Banner Children's Urgent Care,38,2.5,AZ,"['family practice', ' health & medical', ' doctors', ' urgent care']"
2824,"{'AcceptsInsurance': 'True', 'BusinessAcceptsCreditCards': 'True', 'ByAppointmentOnly': 'True'}",vOMRYxulXsbK4rOsIZ1dTg,"orthopedists, doctors, health & medical",Mesa,TOCA - The Orthopedic Clinic Association,15,3.0,AZ,"['orthopedists', ' doctors', ' health & medical']"
2825,"{'AcceptsInsurance': 'True', 'BusinessAcceptsCreditCards': 'True', 'ByAppointmentOnly': 'True'}",N7tkgKr0aHP8LTZijEqFDQ,"surgeons, health & medical, doctors",Las Vegas,Hand Surgery Specialists of Nevada,16,4.0,NV,"['surgeons', ' health & medical', ' doctors']"
2826,{'ByAppointmentOnly': 'False'},tgaJnrdQOeXDWpuL0yw_Rg,"health & medical, optometrists",Phoenix,Gary Bonnin OD,5,5.0,AZ,"['health & medical', ' optometrists']"
2827,"{'AcceptsInsurance': 'True', 'ByAppointmentOnly': 'True'}",WHcaRhDuMY9j6N6cxDmGWg,"doctors, allergists, health & medical",Charlotte,Family Allergy Asthma & Sinus Care,4,4.0,NC,"['doctors', ' allergists', ' health & medical']"
2828,,KUD8QekKsWm0sfoD6E4BhQ,"audiologist, doctors, hearing aid providers, health & medical, ear nose & throat",Glendale,AOC Physicians -Audiologist,4,2.5,AZ,"['audiologist', ' doctors', ' hearing aid providers', ' health & medical', ' ear nose & throat']"
2829,"{'AcceptsInsurance': 'True', 'BusinessAcceptsCreditCards': 'True', 'ByAppointmentOnly': 'False'}",VFpUi6BcFpd5zaKs1ANvGA,"urgent care, health & medical",Las Vegas,UMC Quick Care - Blue Diamond,32,4.0,NV,"['urgent care', ' health & medical']"
2830,"{'AcceptsInsurance': 'True', 'BusinessAcceptsCreditCards': 'True', 'ByAppointmentOnly': 'True'}",-torunTpyreJpoB0IKD4vg,"optometrists, health & medical",Las Vegas,Elite Eye Care,48,4.5,NV,"['optometrists', ' health & medical']"
2831,"{'AcceptsInsurance': 'True', 'BusinessAcceptsCreditCards': 'True', 'ByAppointmentOnly': 'True'}",lViaCDBtSLPNW4INu7h_3g,"podiatrists, doctors, health & medical",Phoenix,"J Timothy Harlan, DPM",12,4.5,AZ,"['podiatrists', ' doctors', ' health & medical']"
2832,"{'AcceptsInsurance': 'True', 'BusinessAcceptsCreditCards': 'True', 'ByAppointmentOnly': 'False'}",dowXnG6el5Oey0gSuK1v3w,"health & medical, rehabilitation center, skilled nursing, speech therapists, physical therapy",Scottsdale,Heritage Court Post Acute of Scottsdale,6,2.0,AZ,"['health & medical', ' rehabilitation center', ' skilled nursing', ' speech therapists', ' physical therapy']"
2833,"{'AcceptsInsurance': 'True', 'BusinessAcceptsCreditCards': 'True', 'ByAppointmentOnly': 'False'}",pOuAbsBqBO26O-1dSMd8Gw,"doctors, urgent care, health & medical, family practice, pediatricians",Charlotte,First Care Medical Clinic,4,2.0,NC,"['doctors', ' urgent care', ' health & medical', ' family practice', ' pediatricians']"
2834,"{'AcceptsInsurance': 'True', 'BusinessAcceptsCreditCards': 'True', 'ByAppointmentOnly': 'True'}",I-qVQ5vncD-MIxA1dSbmvg,"diagnostic imaging, radiologists, health & medical, diagnostic services, doctors",Las Vegas,Steinberg Diagnostic Medical Imaging,25,3.5,NV,"['diagnostic imaging', ' radiologists', ' health & medical', ' diagnostic services', ' doctors']"
2835,,jA1uJi16Ywg4t19wX-LdDg,"health & medical, medical centers",Mentor,Quest Diagnostics,3,2.5,OH,"['health & medical', ' medical centers']"
2836,"{'AcceptsInsurance': 'True', 'BusinessAcceptsCreditCards': 'True', 'ByAppointmentOnly': 'True'}",fY8kWTSYBrHp7KkrVqyJQQ,"oncologist, health & medical, doctors, internal medicine, gastroenterologist",North Las Vegas,Digestive Associates,7,1.0,NV,"['oncologist', ' health & medical', ' doctors', ' internal medicine', ' gastroenterologist']"
2837,{'ByAppointmentOnly': 'False'},rDlCzZR7iJpnZl6pX9H51g,"optometrists, health & medical",Phoenix,Lenscrafters,4,3.0,AZ,"['optometrists', ' health & medical']"
2838,"{'AcceptsInsurance': 'True', 'BusinessAcceptsCreditCards': 'True', 'ByAppointmentOnly': 'False'}",oGC4JhPfFEHmaRfHH-wJtg,"urgent care, health & medical",Henderson,CVS Minute Clinic,18,3.0,NV,"['urgent care', ' health & medical']"
2839,"{'AcceptsInsurance': 'True', 'BusinessAcceptsCreditCards': 'True', 'ByAppointmentOnly': 'True'}",buYA7N1iSpTTEBDAwfTTrg,"health & medical, obstetricians & gynecologists, doctors",Scottsdale,"Eric Reuss, MD",31,5.0,AZ,"['health & medical', ' obstetricians & gynecologists', ' doctors']"
2840,,ZglVsCFdLpgTiQvolnlsFw,"doctors, health & medical",Charlotte,Mecklenburg Medical Group-Pineville,3,2.5,NC,"['doctors', ' health & medical']"
2841,"{'AcceptsInsurance': 'False', 'BusinessAcceptsCreditCards': 'True', 'ByAppointmentOnly': 'True'}",v-9GXTGAgWibRbvskG_tLQ,"cryotherapy, health & medical",Las Vegas,Frost Fit,11,4.5,NV,"['cryotherapy', ' health & medical']"
2842,"{'AcceptsInsurance': 'False', 'BusinessAcceptsCreditCards': 'True', 'ByAppointmentOnly': 'False'}",Wu2piOBw2dIi1uJ6mQoHTA,"reflexology, health & medical",Gilbert,AJ Reflexology,14,3.5,AZ,"['reflexology', ' health & medical']"
2843,"{'AcceptsInsurance': 'True', 'ByAppointmentOnly': 'True'}",JsdBwiWw7nxeSZEzQzTOFQ,"health & medical, chiropractors",Gilbert,Complete Chiropractic Care,4,4.0,AZ,"['health & medical', ' chiropractors']"
2844,{'ByAppointmentOnly': 'True'},qaawaAO-sY7fb9pHEZdCsg,"chiropractors, health & medical",Phoenix,Crescent Chiropratic,3,3.5,AZ,"['chiropractors', ' health & medical']"
2845,{'ByAppointmentOnly': 'True'},LnNp-Agpgu_0MiLJqhWQXw,"internal medicine, family practice, health & medical, doctors",Henderson,Diagnostic Center of Medicine,6,2.0,NV,"['internal medicine', ' family practice', ' health & medical', ' doctors']"
2846,"{'AcceptsInsurance': 'True', 'BusinessAcceptsCreditCards': 'True', 'ByAppointmentOnly': 'True'}",S1N2QL9M_b03c1wUWVsXHA,"doctors, ear nose & throat, health & medical",Las Vegas,"David A Foggia, MD",6,3.5,NV,"['doctors', ' ear nose & throat', ' health & medical']"
2847,"{'AcceptsInsurance': 'True', 'BusinessAcceptsCreditCards': 'True', 'ByAppointmentOnly': 'True'}",wC-IhA8Iy1ukqSmcUIT0hQ,"ear nose & throat, doctors, health & medical",Glendale,Arizona Otolaryngology Consultants,4,2.0,AZ,"['ear nose & throat', ' doctors', ' health & medical']"
2848,{'ByAppointmentOnly': 'True'},e0MefDRVQ-8TE1j4Nq7NTA,"health & medical, family practice, doctors",Madison,"Oriel Kathleen A, MD",3,5.0,WI,"['health & medical', ' family practice', ' doctors']"
2849,"{'AcceptsInsurance': 'True', 'ByAppointmentOnly': 'True'}",pZUFwNJ1eXl-UNHuGkTSmw,"health & medical, doctors, neurologist",Scottsdale,The CORE Institute- Scottsdale,4,1.0,AZ,"['health & medical', ' doctors', ' neurologist']"
2850,{'ByAppointmentOnly': 'False'},Xvr9tIfyp_G3qstLfyIimA,"health & medical, urgent care",Charlotte,Concentra,8,2.0,NC,"['health & medical', ' urgent care']"
2851,"{'AcceptsInsurance': 'True', 'BusinessAcceptsCreditCards': 'True', 'ByAppointmentOnly': 'True'}",QPCPa-LasXaj61vHyVRf5Q,"hospitals, urgent care, health & medical, medical centers",Sun City,Banner Boswell Medical Center,37,2.5,AZ,"['hospitals', ' urgent care', ' health & medical', ' medical centers']"
2852,"{'AcceptsInsurance': 'True', 'BusinessAcceptsCreditCards': 'True', 'ByAppointmentOnly': 'False'}",xD1Ki9CaK9F2an7o_-Jmpg,"urgent care, health & medical",Charlotte,University Urgent Care,5,4.0,NC,"['urgent care', ' health & medical']"
2853,"{'AcceptsInsurance': 'True', 'BusinessAcceptsCreditCards': 'True', 'ByAppointmentOnly': 'True'}",RTJqnImabzRFWR2U95E7_w,"health & medical, optometrists",Phoenix,Phoenix Eye Care,20,5.0,AZ,"['health & medical', ' optometrists']"
2854,"{'AcceptsInsurance': 'True', 'BusinessAcceptsCreditCards': 'True', 'ByAppointmentOnly': 'True'}",OgK3jIFcVmoFu4bkSGui7g,"doctors, health & medical, obstetricians & gynecologists",Phoenix,Gynecologic Solutions,9,5.0,AZ,"['doctors', ' health & medical', ' obstetricians & gynecologists']"
2855,"{'AcceptsInsurance': 'True', 'BusinessAcceptsCreditCards': 'True', 'ByAppointmentOnly': 'True'}",NsjOGg1NAxGGl-SlUPGZiQ,"endocrinologists, health & medical, doctors",North Las Vegas,"Maria K Nwokike, MD",6,1.0,NV,"['endocrinologists', ' health & medical', ' doctors']"
2856,"{'AcceptsInsurance': 'True', 'BusinessAcceptsCreditCards': 'True', 'ByAppointmentOnly': 'True'}",UtTs6_OgOWb_5HPwrheiUg,"psychiatrists, doctors, health & medical",Tempe,"Joellen H Butler, PSY NP",7,4.5,AZ,"['psychiatrists', ' doctors', ' health & medical']"
2857,{'ByAppointmentOnly': 'True'},b_79LqXLQRq1nFBo4VmEJQ,"doctors, health & medical",Chandler,Desert Valley Family Medicine,9,1.5,AZ,"['doctors', ' health & medical']"
2858,{'ByAppointmentOnly': 'True'},rQJWtQEONMTuR19lRuRARQ,"health & medical, doctors, family practice",Peoria,"Steven C Boles, DO",3,3.5,AZ,"['health & medical', ' doctors', ' family practice']"
2859,{'ByAppointmentOnly': 'True'},8Lfel1cpwBU5UKVjBnWjHA,"optometrists, health & medical",Las Vegas,Eye DOC,7,3.5,NV,"['optometrists', ' health & medical']"
2860,"{'AcceptsInsurance': 'True', 'BusinessAcceptsCreditCards': 'True', 'ByAppointmentOnly': 'True'}",eviabfbgS3UyrGc7SgtYxA,"physical therapy, health & medical",Phoenix,FYZICAL Therapy & Balance Centers,12,5.0,AZ,"['physical therapy', ' health & medical']"
2861,"{'AcceptsInsurance': 'True', 'BusinessAcceptsCreditCards': 'True', 'ByAppointmentOnly': 'True'}",QnkNAab8MY3YIUbfCcI7Zg,"health & medical, counseling & mental health",Phoenix,Doorways LLC,7,4.0,AZ,"['health & medical', ' counseling & mental health']"
2862,"{'AcceptsInsurance': 'True', 'BusinessAcceptsCreditCards': 'True', 'ByAppointmentOnly': 'True'}",Tm4mmDDOwTsXwZu_ARt8-A,"chiropractors, health & medical",Phoenix,Ortho Chiropractic,3,4.5,AZ,"['chiropractors', ' health & medical']"
2863,"{'AcceptsInsurance': 'True', 'BusinessAcceptsCreditCards': 'True', 'ByAppointmentOnly': 'False'}",lYKXYMjhs9XSIh96XN_H2A,"orthotics, prosthetics, health & medical",Las Vegas,Precision Orthotics & Prosthetics,4,5.0,NV,"['orthotics', ' prosthetics', ' health & medical']"
2864,"{'AcceptsInsurance': 'True', 'ByAppointmentOnly': 'True'}",mCNj-xZ3ciDsmr8Up0ZkHA,"pediatricians, health & medical, doctors",Scottsdale,Scottsdale Children's Group,13,3.5,AZ,"['pediatricians', ' health & medical', ' doctors']"
2865,,upDPE0LUFTVA5wq2SCgqcQ,"doctors, health & medical",Las Vegas,Jvpc Dr Jo Velasquez,3,4.0,NV,"['doctors', ' health & medical']"
2866,"{'AcceptsInsurance': 'True', 'BusinessAcceptsCreditCards': 'True', 'ByAppointmentOnly': 'True'}",4g9ACAmv6da50cmE_Z7spw,"spine surgeons, orthopedists, doctors, health & medical",Las Vegas,Jaswinder Grover MD,9,2.5,NV,"['spine surgeons', ' orthopedists', ' doctors', ' health & medical']"
2867,"{'AcceptsInsurance': 'True', 'BusinessAcceptsCreditCards': 'True', 'ByAppointmentOnly': 'True'}",OUHBbWh6mEqDafNBUk6ctA,"health & medical, ear nose & throat, doctors",Henderson,"Walter W Schroeder, MD",4,3.0,NV,"['health & medical', ' ear nose & throat', ' doctors']"
2868,{'ByAppointmentOnly': 'True'},19pWzKCD5tNK63CRvbEZKw,"health & medical, family practice, doctors",Glendale,North Valley Family Medicine,6,2.0,AZ,"['health & medical', ' family practice', ' doctors']"
2869,"{'AcceptsInsurance': 'True', 'BusinessAcceptsCreditCards': 'True', 'ByAppointmentOnly': 'False'}",x4w6qkUx3v6uRlQAoJyJQg,"family practice, osteopathic physicians, doctors, health & medical",Phoenix,Pueblo Family Physicians,33,2.5,AZ,"['family practice', ' osteopathic physicians', ' doctors', ' health & medical']"
2870,"{'AcceptsInsurance': 'True', 'BusinessAcceptsCreditCards': 'True', 'ByAppointmentOnly': 'False'}",JdDhe3U6oR_nwc2KffuOqQ,"optometrists, health & medical",Las Vegas,Long Kevin Diep Optometrist,14,2.5,NV,"['optometrists', ' health & medical']"
2871,"{'AcceptsInsurance': 'True', 'BusinessAcceptsCreditCards': 'True', 'ByAppointmentOnly': 'False'}",MCCkdPP87Pc3stje88i9uQ,"medical centers, health & medical, urgent care, walk-in clinics",Glendale,InstantMed Health Center- Urgent Care,4,4.0,AZ,"['medical centers', ' health & medical', ' urgent care', ' walk-in clinics']"
2872,"{'AcceptsInsurance': 'True', 'BusinessAcceptsCreditCards': 'True', 'ByAppointmentOnly': 'True'}",BNNTJgSICYQE_LRrn-Vc-w,"health & medical, family practice, doctors",Las Vegas,"Amy R Sparks, MD.",28,3.0,NV,"['health & medical', ' family practice', ' doctors']"
2873,{'ByAppointmentOnly': 'True'},oVUmJ5uEPvhvG4dCJyx6mg,"doctors, podiatrists, health & medical",Scottsdale,Ledesma Foot and Ankle Institute,9,4.5,AZ,"['doctors', ' podiatrists', ' health & medical']"
2874,"{'AcceptsInsurance': 'True', 'BusinessAcceptsCreditCards': 'True', 'ByAppointmentOnly': 'True'}",dW8TEECULNjfkGAs7-2TUg,"health & medical, prosthetics",Phoenix,Hanger Prosthetics & Orthotics,11,2.5,AZ,"['health & medical', ' prosthetics']"
